id,abbr,name,pop2012,pop2016
17019,IL,Champaign County,"203,937","208,419"
17021,IL,Christian County,"34,520","33,309"
17023,IL,Clark County,"16,301","15,938"
17025,IL,Clay County,"13,717","13,300"
17027,IL,Clinton County,"38,071","37,729"
17029,IL,Coles County,"53,344","52,343"
17031,IL,Cook County,"5,230,016","5,203,499"
17033,IL,Crawford County,"19,621","19,308"
17035,IL,Cumberland County,"10,942","10,858"
17037,IL,DeKalb County,"104,276","104,528"
17039,IL,De Witt County,"16,497","16,226"
17041,IL,Douglas County,"19,822","19,630"
17043,IL,DuPage County,"927,668","929,368"
17045,IL,Edgar County,"18,174","17,566"
17047,IL,Edwards County,"6,726","6,523"
17049,IL,Effingham County,"34,351","34,386"
17051,IL,Fayette County,"22,130","21,789"
17053,IL,Ford County,"13,982","13,575"
17055,IL,Franklin County,"39,874","39,156"
17057,IL,Fulton County,"36,624","35,536"
17059,IL,Gallatin County,"5,419","5,212"
17061,IL,Greene County,"13,631","13,093"
17063,IL,Grundy County,"50,168","50,437"
17065,IL,Hamilton County,"8,372","8,061"
17067,IL,Hancock County,"18,893","18,508"
17069,IL,Hardin County,"4,263","4,024"
17071,IL,Henderson County,"7,049","6,869"
17073,IL,Henry County,"50,160","49,280"
17075,IL,Iroquois County,"29,300","28,334"
17077,IL,Jackson County,"58,962","58,870"
17079,IL,Jasper County,"9,646","9,536"
17081,IL,Jefferson County,"38,666","38,460"
17083,IL,Jersey County,"22,732","22,025"
17085,IL,Jo Daviess County,"22,496","21,770"
17087,IL,Johnson County,"12,912","12,902"
17089,IL,Kane County,"521,431","531,715"
17091,IL,Kankakee County,"112,976","110,008"
17093,IL,Kendall County,"118,344","124,695"
17095,IL,Knox County,"52,302","50,938"
17097,IL,Lake County,"701,220","703,047"
17099,IL,LaSalle County,"113,109","110,642"
17101,IL,Lawrence County,"16,682","16,377"
17103,IL,Lee County,"35,114","34,251"
17105,IL,Livingston County,"38,553","36,526"
17107,IL,Logan County,"30,388","29,527"
17109,IL,McDonough County,"32,516","30,996"
17111,IL,McHenry County,"307,529","307,004"
17113,IL,McLean County,"172,560","172,418"
17115,IL,Macon County,"110,083","106,550"
17117,IL,Macoupin County,"47,179","45,908"
17119,IL,Madison County,"268,083","265,759"
17121,IL,Marion County,"38,919","38,140"
17123,IL,Marshall County,"12,274","11,939"
17125,IL,Mason County,"14,346","13,507"
17127,IL,Massac County,"15,149","14,658"
17129,IL,Menard County,"12,726","12,516"
17131,IL,Mercer County,"16,190","15,730"
17133,IL,Monroe County,"33,321","34,068"
17135,IL,Montgomery County,"29,605","28,952"
17137,IL,Morgan County,"35,365","34,277"
17139,IL,Moultrie County,"14,984","14,827"
17141,IL,Ogle County,"52,834","51,273"
17143,IL,Peoria County,"187,121","185,006"
17145,IL,Perry County,"21,862","21,357"
17147,IL,Piatt County,"16,523","16,560"
17149,IL,Pike County,"16,261","15,950"
17151,IL,Pope County,"4,333","4,157"
17153,IL,Pulaski County,"5,968","5,619"
17155,IL,Putnam County,"5,880","5,611"
17157,IL,Randolph County,"32,987","32,621"
17159,IL,Richland County,"16,182","15,930"
17161,IL,Rock Island County,"147,638","144,784"
17163,IL,St. Clair County,"268,612","262,759"
17165,IL,Saline County,"24,970","24,307"
17167,IL,Sangamon County,"199,269","197,499"
17169,IL,Schuyler County,"7,458","6,923"
17171,IL,Scott County,"5,293","5,053"
17173,IL,Shelby County,"22,252","21,717"
17175,IL,Stark County,"5,937","5,776"
17177,IL,Stephenson County,"46,938","45,624"
17179,IL,Tazewell County,"136,111","134,385"
17181,IL,Union County,"17,639","17,212"
17183,IL,Vermilion County,"80,774","78,111"
17185,IL,Wabash County,"11,722","11,492"
17187,IL,Warren County,"17,736","17,378"
17189,IL,Washington County,"14,618","14,154"
17191,IL,Wayne County,"16,624","16,396"
17193,IL,White County,"14,562","14,292"
17195,IL,Whiteside County,"57,786","56,536"
17197,IL,Will County,"682,091","689,529"
17199,IL,Williamson County,"66,793","67,560"
17201,IL,Winnebago County,"291,934","285,873"
17203,IL,Woodford County,"38,943","39,140"
18000,IN,Indiana,"6,537,743","6,633,053"
18001,IN,Adams County,"34,439","35,232"
18003,IN,Allen County,"360,753","370,404"
18005,IN,Bartholomew County,"78,927","81,402"
18007,IN,Benton County,"8,812","8,650"
18009,IN,Blackford County,"12,535","12,149"
18011,IN,Boone County,"59,070","64,653"
18013,IN,Brown County,"15,051","14,912"
18015,IN,Carroll County,"20,129","19,970"
18017,IN,Cass County,"38,710","37,946"
18019,IN,Clark County,"111,912","116,031"
18021,IN,Clay County,"26,825","26,309"
18023,IN,Clinton County,"32,942","32,457"
18025,IN,Crawford County,"10,650","10,539"
18027,IN,Daviess County,"32,139","32,969"
18029,IN,Dearborn County,"49,751","49,331"
18031,IN,Decatur County,"26,049","26,598"
18033,IN,DeKalb County,"42,304","42,746"
18035,IN,Delaware County,"117,090","115,603"
18037,IN,Dubois County,"42,090","42,552"
18039,IN,Elkhart County,"199,172","203,781"
18041,IN,Fayette County,"23,953","23,331"
18043,IN,Floyd County,"75,344","76,990"
18045,IN,Fountain County,"17,103","16,486"
18047,IN,Franklin County,"22,993","22,715"
18049,IN,Fulton County,"20,655","20,139"
18051,IN,Gibson County,"33,565","33,703"
18053,IN,Grant County,"69,198","66,937"
18055,IN,Greene County,"33,001","32,211"
18057,IN,Hamilton County,"289,681","316,373"
18059,IN,Hancock County,"70,645","73,717"
18061,IN,Harrison County,"39,064","39,826"
18063,IN,Hendricks County,"150,773","160,610"
18065,IN,Henry County,"49,256","48,521"
18067,IN,Howard County,"82,914","82,568"
18069,IN,Huntington County,"36,993","36,400"
18071,IN,Jackson County,"43,028","44,013"
18073,IN,Jasper County,"33,473","33,433"
18075,IN,Jay County,"21,368","21,046"
18077,IN,Jefferson County,"32,510","32,418"
18079,IN,Jennings County,"28,182","27,758"
18081,IN,Johnson County,"143,535","151,982"
18083,IN,Knox County,"38,019","37,744"
18085,IN,Kosciusko County,"77,731","79,092"
18087,IN,LaGrange County,"37,651","39,110"
18089,IN,Lake County,"493,071","485,846"
18091,IN,LaPorte County,"111,201","110,015"
18093,IN,Lawrence County,"46,032","45,518"
18095,IN,Madison County,"130,243","129,296"
18097,IN,Marion County,"918,692","941,229"
18099,IN,Marshall County,"46,972","46,556"
18101,IN,Martin County,"10,314","10,171"
18103,IN,Miami County,"36,504","35,883"
18105,IN,Monroe County,"141,311","145,496"
18107,IN,Montgomery County,"38,171","38,074"
18109,IN,Morgan County,"69,204","69,698"
18111,IN,Newton County,"14,062","13,924"
18113,IN,Noble County,"47,429","47,638"
18115,IN,Ohio County,"6,107","5,932"
18117,IN,Orange County,"19,677","19,335"
18119,IN,Owen County,"21,362","20,840"
18121,IN,Parke County,"17,089","16,800"
18123,IN,Perry County,"19,416","18,966"
18125,IN,Pike County,"12,716","12,431"
18127,IN,Porter County,"165,772","167,791"
18129,IN,Posey County,"25,627","25,476"
18131,IN,Pulaski County,"13,060","12,660"
18133,IN,Putnam County,"37,725","37,436"
18135,IN,Randolph County,"25,856","25,082"
18137,IN,Ripley County,"28,571","28,846"
18139,IN,Rush County,"17,133","16,649"
18141,IN,St. Joseph County,"266,612","269,141"
18143,IN,Scott County,"23,769","23,730"
18145,IN,Shelby County,"44,345","44,324"
18147,IN,Spencer County,"20,866","20,648"
18149,IN,Starke County,"23,195","23,009"
18151,IN,Steuben County,"34,164","34,116"
18153,IN,Sullivan County,"21,216","20,802"
18155,IN,Switzerland County,"10,395","10,527"
18157,IN,Tippecanoe County,"178,430","188,059"
18159,IN,Tipton County,"15,728","15,182"
18161,IN,Union County,"7,334","7,212"
18163,IN,Vanderburgh County,"181,031","181,721"
18165,IN,Vermillion County,"15,941","15,645"
18167,IN,Vigo County,"108,528","107,931"
18169,IN,Wabash County,"32,437","31,762"
18171,IN,Warren County,"8,391","8,166"
18173,IN,Warrick County,"60,458","62,498"
18175,IN,Washington County,"27,911","27,670"
18177,IN,Wayne County,"68,304","66,568"
18179,IN,Wells County,"27,713","27,949"
18181,IN,White County,"24,390","23,999"
18183,IN,Whitley County,"33,283","33,449"
19000,IA,Iowa,"3,076,310","3,134,693"
19001,IA,Adair County,"7,493","7,092"
19003,IA,Adams County,"3,905","3,693"
19005,IA,Allamakee County,"14,134","13,884"
19007,IA,Appanoose County,"12,702","12,462"
19009,IA,Audubon County,"5,883","5,678"
19011,IA,Benton County,"25,855","25,699"
19013,IA,Black Hawk County,"131,761","132,904"
19015,IA,Boone County,"26,228","26,532"
19017,IA,Bremer County,"24,477","24,798"
19019,IA,Buchanan County,"20,964","20,992"
19021,IA,Buena Vista County,"20,543","20,332"
19023,IA,Butler County,"14,991","14,791"
19025,IA,Calhoun County,"9,924","9,846"
19027,IA,Carroll County,"20,685","20,437"
19029,IA,Cass County,"13,711","13,157"
19031,IA,Cedar County,"18,402","18,454"
19033,IA,Cerro Gordo County,"43,723","43,070"
19035,IA,Cherokee County,"11,959","11,508"
19037,IA,Chickasaw County,"12,284","12,023"
19039,IA,Clarke County,"9,351","9,309"
19041,IA,Clay County,"16,576","16,333"
19043,IA,Clayton County,"17,926","17,590"
19045,IA,Clinton County,"48,716","47,309"
19047,IA,Crawford County,"17,325","16,940"
19049,IA,Dallas County,"72,271","84,516"
19051,IA,Davis County,"8,697","8,860"
19053,IA,Decatur County,"8,255","8,141"
19055,IA,Delaware County,"17,578","17,327"
19057,IA,Des Moines County,"40,265","39,739"
19059,IA,Dickinson County,"16,986","17,243"
19061,IA,Dubuque County,"95,211","97,003"
19063,IA,Emmet County,"9,964","9,658"
19065,IA,Fayette County,"20,803","20,054"
19067,IA,Floyd County,"16,107","15,873"
19069,IA,Franklin County,"10,523","10,170"
19071,IA,Fremont County,"7,143","6,950"
19073,IA,Greene County,"9,171","9,011"
19075,IA,Grundy County,"12,440","12,313"
19077,IA,Guthrie County,"10,777","10,625"
19079,IA,Hamilton County,"15,327","15,076"
19081,IA,Hancock County,"11,165","10,835"
19083,IA,Hardin County,"17,353","17,226"
19085,IA,Harrison County,"14,522","14,149"
19087,IA,Henry County,"20,044","19,773"
19089,IA,Howard County,"9,576","9,332"
19091,IA,Humboldt County,"9,720","9,487"
19093,IA,Ida County,"7,091","6,985"
19095,IA,Iowa County,"16,218","16,311"
19097,IA,Jackson County,"19,693","19,472"
19099,IA,Jasper County,"36,566","36,708"
19101,IA,Jefferson County,"17,201","18,090"
19103,IA,Johnson County,"136,865","146,547"
19105,IA,Jones County,"20,595","20,439"
19107,IA,Keokuk County,"10,397","10,119"
19109,IA,Kossuth County,"15,373","15,114"
19111,IA,Lee County,"35,610","34,615"
19113,IA,Linn County,"215,255","221,661"
19115,IA,Louisa County,"11,340","11,142"
19117,IA,Lucas County,"8,754","8,647"
19119,IA,Lyon County,"11,772","11,754"
19121,IA,Madison County,"15,639","15,848"
19123,IA,Mahaska County,"22,419","22,181"
19125,IA,Marion County,"33,315","33,189"
19127,IA,Marshall County,"41,053","40,312"
19129,IA,Mills County,"14,853","14,972"
19131,IA,Mitchell County,"10,746","10,763"
19133,IA,Monona County,"9,138","8,898"
19135,IA,Monroe County,"8,066","7,870"
19137,IA,Montgomery County,"10,567","10,225"
19139,IA,Muscatine County,"42,884","42,940"
19141,IA,O'Brien County,"14,161","14,020"
19143,IA,Osceola County,"6,180","6,064"
19145,IA,Page County,"15,750","15,391"
19147,IA,Palo Alto County,"9,281","9,047"
19149,IA,Plymouth County,"24,888","25,200"
19151,IA,Pocahontas County,"7,161","6,886"
19153,IA,Polk County,"443,821","474,045"
19155,IA,Pottawattamie County,"92,887","93,582"
19157,IA,Poweshiek County,"18,766","18,533"
19159,IA,Ringgold County,"5,082","5,068"
19161,IA,Sac County,"10,177","9,876"
19163,IA,Scott County,"168,840","172,474"
19165,IA,Shelby County,"12,082","11,800"
19167,IA,Sioux County,"34,339","34,898"
19169,IA,Story County,"91,799","97,090"
19171,IA,Tama County,"17,536","17,319"
19173,IA,Taylor County,"6,237","6,216"
19175,IA,Union County,"12,599","12,420"
19177,IA,Van Buren County,"7,456","7,271"
19179,IA,Wapello County,"35,357","34,982"
19181,IA,Warren County,"46,991","49,691"
19183,IA,Washington County,"21,928","22,281"
19185,IA,Wayne County,"6,364","6,452"
19187,IA,Webster County,"37,252","36,769"
19189,IA,Winnebago County,"10,634","10,631"
19191,IA,Winneshiek County,"21,042","20,561"
19193,IA,Woodbury County,"102,330","102,779"
19195,IA,Worth County,"7,525","7,572"
19197,IA,Wright County,"13,019","12,779"
20000,KS,Kansas,"2,885,262","2,907,289"
20001,KS,Allen County,"13,336","12,714"
20003,KS,Anderson County,"7,912","7,827"
20005,KS,Atchison County,"16,793","16,380"
20007,KS,Barber County,"4,866","4,688"
20009,KS,Barton County,"27,515","26,775"
20011,KS,Bourbon County,"14,844","14,617"
20013,KS,Brown County,"9,879","9,684"
20015,KS,Butler County,"65,781","67,025"
20017,KS,Chase County,"2,752","2,669"
20019,KS,Chautauqua County,"3,565","3,374"
20021,KS,Cherokee County,"21,201","20,246"
20023,KS,Cheyenne County,"2,677","2,661"
20025,KS,Clark County,"2,179","2,072"
20027,KS,Clay County,"8,508","8,143"
20029,KS,Cloud County,"9,407","9,150"
20031,KS,Coffey County,"8,507","8,433"
20033,KS,Comanche County,"1,910","1,862"
20035,KS,Cowley County,"36,262","35,753"
20037,KS,Crawford County,"39,369","39,164"
20039,KS,Decatur County,"2,877","2,832"
20041,KS,Dickinson County,"19,731","19,064"
20043,KS,Doniphan County,"7,869","7,664"
20045,KS,Douglas County,"113,304","119,440"
20047,KS,Edwards County,"2,980","2,938"
20049,KS,Elk County,"2,678","2,547"
20051,KS,Ellis County,"29,125","28,893"
20053,KS,Ellsworth County,"6,471","6,328"
20055,KS,Finney County,"37,114","36,722"
20057,KS,Ford County,"34,729","33,971"
20059,KS,Franklin County,"25,859","25,560"
20061,KS,Geary County,"37,947","35,586"
20063,KS,Gove County,"2,722","2,589"
20065,KS,Graham County,"2,587","2,564"
20067,KS,Grant County,"7,824","7,646"
20069,KS,Gray County,"5,983","6,034"
20071,KS,Greeley County,"1,270","1,296"
20073,KS,Greenwood County,"6,440","6,151"
20075,KS,Hamilton County,"2,635","2,536"
20077,KS,Harper County,"5,859","5,685"
20079,KS,Harvey County,"34,796","34,913"
20081,KS,Haskell County,"4,196","4,006"
20083,KS,Hodgeman County,"1,964","1,870"
20085,KS,Jackson County,"13,417","13,291"
20087,KS,Jefferson County,"18,921","18,897"
20089,KS,Jewell County,"3,040","2,901"
20091,KS,Johnson County,"559,515","584,451"
20093,KS,Kearny County,"3,983","3,917"
20095,KS,Kingman County,"7,831","7,467"
20097,KS,Kiowa County,"2,505","2,483"
20099,KS,Labette County,"21,206","20,444"
20101,KS,Lane County,"1,701","1,636"
20103,KS,Leavenworth County,"77,713","80,204"
20105,KS,Lincoln County,"3,170","3,073"
20107,KS,Linn County,"9,482","9,558"
20109,KS,Logan County,"2,792","2,831"
20111,KS,Lyon County,"33,534","33,510"
20113,KS,McPherson County,"29,341","28,804"
20115,KS,Marion County,"12,379","12,112"
20117,KS,Marshall County,"10,065","9,836"
20119,KS,Meade County,"4,397","4,216"
20121,KS,Miami County,"32,622","32,964"
20123,KS,Mitchell County,"6,334","6,243"
20125,KS,Montgomery County,"34,447","32,746"
20127,KS,Morris County,"5,852","5,573"
20129,KS,Morton County,"3,133","2,848"
20131,KS,Nemaha County,"10,117","10,241"
20133,KS,Neosho County,"16,462","16,146"
20135,KS,Ness County,"3,083","2,962"
20137,KS,Norton County,"5,597","5,493"
20139,KS,Osage County,"16,170","15,843"
20141,KS,Osborne County,"3,818","3,642"
20143,KS,Ottawa County,"6,062","5,920"
20145,KS,Pawnee County,"6,894","6,743"
20147,KS,Phillips County,"5,516","5,428"
20149,KS,Pottawatomie County,"22,335","23,661"
20151,KS,Pratt County,"9,772","9,584"
20153,KS,Rawlins County,"2,540","2,549"
20155,KS,Reno County,"64,245","63,220"
20157,KS,Republic County,"4,847","4,699"
20159,KS,Rice County,"10,000","9,831"
20161,KS,Riley County,"76,273","73,343"
20163,KS,Rooks County,"5,212","5,076"
20165,KS,Rush County,"3,208","3,058"
20167,KS,Russell County,"6,978","6,988"
20169,KS,Saline County,"55,838","55,142"
20171,KS,Scott County,"4,870","5,032"
20173,KS,Sedgwick County,"503,945","511,995"
20175,KS,Seward County,"23,403","22,709"
20177,KS,Shawnee County,"178,980","178,146"
20179,KS,Sheridan County,"2,531","2,509"
20181,KS,Sherman County,"6,106","5,965"
20183,KS,Smith County,"3,751","3,632"
20185,KS,Stafford County,"4,343","4,208"
20187,KS,Stanton County,"2,163","2,062"
20189,KS,Stevens County,"5,748","5,584"
20191,KS,Sumner County,"23,701","23,272"
20193,KS,Thomas County,"7,938","7,892"
20195,KS,Trego County,"2,969","2,872"
20197,KS,Wabaunsee County,"7,007","6,891"
20199,KS,Wallace County,"1,528","1,497"
20201,KS,Washington County,"5,726","5,546"
20203,KS,Wichita County,"2,230","2,112"
20205,KS,Wilson County,"9,126","8,723"
20207,KS,Woodson County,"3,267","3,165"
20209,KS,Wyandotte County,"159,360","163,831"
21000,KY,Kentucky,"4,384,799","4,436,974"
21001,KY,Adair County,"18,931","19,280"
21003,KY,Allen County,"20,232","20,631"
21005,KY,Anderson County,"21,660","22,158"
21007,KY,Ballard County,"8,311","8,054"
21009,KY,Barren County,"42,645","43,993"
21011,KY,Bath County,"11,802","12,327"
21013,KY,Bell County,"28,247","27,117"
21015,KY,Boone County,"122,847","128,536"
21017,KY,Bourbon County,"19,985","20,030"
21019,KY,Boyd County,"49,256","48,132"
21021,KY,Boyle County,"28,993","30,018"
21023,KY,Bracken County,"8,468","8,400"
21025,KY,Breathitt County,"13,657","13,284"
21027,KY,Breckinridge County,"20,095","19,961"
21029,KY,Bullitt County,"75,947","79,151"
21031,KY,Butler County,"12,794","12,845"
21033,KY,Caldwell County,"12,938","12,568"
21035,KY,Calloway County,"38,057","38,437"
21037,KY,Campbell County,"90,780","92,211"
21039,KY,Carlisle County,"5,042","4,855"
21041,KY,Carroll County,"10,869","10,679"
21043,KY,Carter County,"27,473","27,046"
21045,KY,Casey County,"16,081","15,815"
21047,KY,Christian County,"75,638","72,351"
21049,KY,Clark County,"35,752","35,819"
21051,KY,Clay County,"21,565","20,766"
21053,KY,Clinton County,"10,243","10,177"
21055,KY,Crittenden County,"9,259","9,188"
21057,KY,Cumberland County,"6,861","6,738"
21059,KY,Daviess County,"97,886","99,674"
21061,KY,Edmonson County,"12,141","12,114"
21063,KY,Elliott County,"7,761","7,588"
21065,KY,Estill County,"14,488","14,307"
21067,KY,Fayette County,"305,201","318,449"
21069,KY,Fleming County,"14,547","14,507"
21071,KY,Floyd County,"39,232","37,110"
21073,KY,Franklin County,"49,514","50,560"
21075,KY,Fulton County,"6,536","6,179"
21077,KY,Gallatin County,"8,491","8,609"
21079,KY,Garrard County,"16,953","17,292"
21081,KY,Grant County,"24,489","24,923"
21083,KY,Graves County,"37,535","37,182"
21085,KY,Grayson County,"25,864","26,184"
21087,KY,Green County,"11,317","11,060"
21089,KY,Greenup County,"36,647","35,893"
21091,KY,Hancock County,"8,666","8,810"
21093,KY,Hardin County,"107,173","107,316"
21095,KY,Harlan County,"28,715","27,168"
21097,KY,Harrison County,"18,602","18,646"
21099,KY,Hart County,"18,409","18,627"
21101,KY,Henderson County,"46,445","46,253"
21103,KY,Henry County,"15,325","15,818"
21105,KY,Hickman County,"4,751","4,627"
21107,KY,Hopkins County,"46,707","45,904"
21109,KY,Jackson County,"13,315","13,368"
21111,KY,Jefferson County,"751,342","765,352"
21113,KY,Jessamine County,"49,550","52,357"
21115,KY,Johnson County,"23,441","22,978"
21117,KY,Kenton County,"161,297","164,945"
21119,KY,Knott County,"16,124","15,544"
21121,KY,Knox County,"31,741","31,687"
21123,KY,Larue County,"14,093","14,096"
21125,KY,Laurel County,"59,603","60,250"
21127,KY,Lawrence County,"15,846","15,863"
21129,KY,Lee County,"7,551","6,580"
21131,KY,Leslie County,"11,170","10,538"
21133,KY,Letcher County,"24,039","22,773"
21135,KY,Lewis County,"13,754","13,442"
21137,KY,Lincoln County,"24,431","24,372"
21139,KY,Livingston County,"9,448","9,269"
21141,KY,Logan County,"26,682","26,593"
21143,KY,Lyon County,"8,440","8,069"
21145,KY,McCracken County,"65,635","65,162"
21147,KY,McCreary County,"18,058","17,511"
21149,KY,McLean County,"9,526","9,475"
21151,KY,Madison County,"85,517","89,547"
21153,KY,Magoffin County,"13,050","12,684"
21155,KY,Marion County,"19,974","19,205"
21157,KY,Marshall County,"31,289","31,365"
21159,KY,Martin County,"12,788","12,002"
21161,KY,Mason County,"17,458","17,190"
21163,KY,Meade County,"29,301","28,126"
21165,KY,Menifee County,"6,323","6,408"
21167,KY,Mercer County,"21,373","21,477"
21169,KY,Metcalfe County,"9,999","10,018"
21171,KY,Monroe County,"10,844","10,588"
21173,KY,Montgomery County,"26,894","27,771"
21175,KY,Morgan County,"13,531","13,298"
21177,KY,Muhlenberg County,"31,377","31,028"
21179,KY,Nelson County,"44,376","45,559"
21181,KY,Nicholas County,"7,027","7,084"
21183,KY,Ohio County,"24,056","24,378"
21185,KY,Oldham County,"62,104","65,560"
21187,KY,Owen County,"10,754","10,642"
21189,KY,Owsley County,"4,691","4,491"
21191,KY,Pendleton County,"14,523","14,560"
21193,KY,Perry County,"28,376","27,343"
21195,KY,Pike County,"64,645","60,555"
21197,KY,Powell County,"12,483","12,308"
21199,KY,Pulaski County,"63,508","63,956"
21201,KY,Robertson County,"2,220","2,155"
21203,KY,Rockcastle County,"17,084","16,850"
21205,KY,Rowan County,"23,873","24,451"
21207,KY,Russell County,"17,566","17,722"
21209,KY,Scott County,"49,066","53,972"
21211,KY,Shelby County,"43,651","46,408"
21213,KY,Simpson County,"17,592","18,083"
21215,KY,Spencer County,"17,426","18,274"
21217,KY,Taylor County,"25,077","25,397"
21219,KY,Todd County,"12,639","12,295"
21221,KY,Trigg County,"14,409","14,264"
21223,KY,Trimble County,"8,830","8,620"
21225,KY,Union County,"15,114","14,880"
21227,KY,Warren County,"117,040","125,532"
21229,KY,Washington County,"11,879","12,189"
21231,KY,Wayne County,"20,789","20,453"
21233,KY,Webster County,"13,476","13,316"
21235,KY,Whitley County,"35,621","36,096"
21237,KY,Wolfe County,"7,205","7,159"
21239,KY,Woodford County,"25,072","26,124"
22000,LA,Louisiana,"4,603,429","4,681,666"
22001,LA,Acadia Parish,"61,884","62,645"
22003,LA,Allen Parish,"25,566","25,684"
22005,LA,Ascension Parish,"112,235","121,587"
22007,LA,Assumption Parish,"23,089","22,695"
22009,LA,Avoyelles Parish,"41,612","41,117"
22011,LA,Beauregard Parish,"36,313","36,927"
22013,LA,Bienville Parish,"14,167","13,865"
22015,LA,Bossier Parish,"123,165","126,057"
22017,LA,Caddo Parish,"257,396","248,851"
22019,LA,Calcasieu Parish,"194,563","200,601"
22021,LA,Caldwell Parish,"10,012","10,087"
22023,LA,Cameron Parish,"6,627","6,882"
22025,LA,Catahoula Parish,"10,263","9,921"
22027,LA,Claiborne Parish,"16,851","16,132"
22029,LA,Concordia Parish,"20,458","19,920"
22031,LA,De Soto Parish,"26,991","27,149"
22033,LA,East Baton Rouge Parish,"443,039","447,037"
22035,LA,East Carroll Parish,"7,573","7,271"
22037,LA,East Feliciana Parish,"19,943","19,683"
22039,LA,Evangeline Parish,"33,754","33,709"
22041,LA,Franklin Parish,"20,605","20,330"
22043,LA,Grant Parish,"22,404","22,365"
22045,LA,Iberia Parish,"73,890","73,273"
22047,LA,Iberville Parish,"33,319","32,920"
22049,LA,Jackson Parish,"16,237","15,808"
22051,LA,Jefferson Parish,"434,312","436,523"
22053,LA,Jefferson Davis Parish,"31,441","31,413"
22055,LA,Lafayette Parish,"227,083","241,398"
22057,LA,Lafourche Parish,"97,074","98,305"
22059,LA,LaSalle Parish,"14,877","15,052"
22061,LA,Lincoln Parish,"47,123","47,745"
22063,LA,Livingston Parish,"131,940","140,138"
22065,LA,Madison Parish,"12,206","11,528"
22067,LA,Morehouse Parish,"27,454","26,071"
22069,LA,Natchitoches Parish,"39,491","39,162"
22071,LA,Orleans Parish,"370,138","391,495"
22073,LA,Ouachita Parish,"155,342","156,983"
22075,LA,Plaquemines Parish,"23,893","23,464"
22077,LA,Pointe Coupee Parish,"22,706","22,159"
22079,LA,Rapides Parish,"132,184","132,424"
22081,LA,Red River Parish,"9,032","8,550"
22083,LA,Richland Parish,"20,912","20,430"
22085,LA,Sabine Parish,"24,310","23,977"
22087,LA,St. Bernard Parish,"41,519","45,688"
22089,LA,St. Charles Parish,"52,484","52,923"
22091,LA,St. Helena Parish,"11,036","10,512"
22093,LA,St. James Parish,"21,665","21,557"
22095,LA,St. John the Baptist Parish,"44,760","43,631"
22097,LA,St. Landry Parish,"83,490","83,883"
22099,LA,St. Martin Parish,"52,729","54,007"
22101,LA,St. Mary Parish,"53,554","52,093"
22103,LA,St. Tammany Parish,"239,323","253,602"
22105,LA,Tangipahoa Parish,"123,655","130,710"
22107,LA,Tensas Parish,"4,965","4,597"
22109,LA,Terrebonne Parish,"111,804","113,220"
22111,LA,Union Parish,"22,506","22,487"
22113,LA,Vermilion Parish,"58,637","60,205"
22115,LA,Vernon Parish,"54,179","50,569"
22117,LA,Washington Parish,"46,641","46,310"
22119,LA,Webster Parish,"40,919","39,710"
22121,LA,West Baton Rouge Parish,"24,096","25,795"
22123,LA,West Carroll Parish,"11,497","11,114"
22125,LA,West Feliciana Parish,"15,442","15,344"
22127,LA,Winn Parish,"15,054","14,376"
23000,ME,Maine,"1,328,895","1,331,479"
23001,ME,Androscoggin County,"107,539","107,319"
23003,ME,Aroostook County,"70,774","67,959"
23005,ME,Cumberland County,"284,133","292,041"
23007,ME,Franklin County,"30,629","30,001"
23009,ME,Hancock County,"54,542","54,419"
23011,ME,Kennebec County,"121,636","120,569"
23013,ME,Knox County,"39,639","39,744"
23015,ME,Lincoln County,"34,222","34,216"
23017,ME,Oxford County,"57,490","57,217"
23019,ME,Penobscot County,"153,589","151,806"
23021,ME,Piscataquis County,"17,258","16,843"
23023,ME,Sagadahoc County,"35,109","35,273"
23025,ME,Somerset County,"51,854","50,915"
23027,ME,Waldo County,"38,914","39,364"
23029,ME,Washington County,"32,514","31,450"
23031,ME,York County,"199,053","202,343"
24000,MD,Maryland,"5,889,651","6,016,447"
24001,MD,Allegany County,"73,975","72,130"
24003,MD,Anne Arundel County,"550,641","568,346"
24005,MD,Baltimore County,"818,282","831,026"
24009,MD,Calvert County,"89,685","91,251"
24011,MD,Caroline County,"32,640","32,850"
24013,MD,Carroll County,"167,191","167,656"
24015,MD,Cecil County,"101,776","102,603"
24017,MD,Charles County,"150,770","157,705"
24019,MD,Dorchester County,"32,476","32,258"
24021,MD,Frederick County,"239,610","247,591"
24023,MD,Garrett County,"29,904","29,425"
24025,MD,Harford County,"248,661","251,032"
24027,MD,Howard County,"299,605","317,233"
24029,MD,Kent County,"19,986","19,730"
24031,MD,Montgomery County,"1,006,218","1,043,863"
24033,MD,Prince George's County,"882,465","908,049"
24035,MD,Queen Anne's County,"48,520","48,929"
24037,MD,St. Mary's County,"109,071","112,587"
24039,MD,Somerset County,"26,117","25,928"
24041,MD,Talbot County,"38,055","37,278"
24043,MD,Washington County,"149,215","150,292"
24045,MD,Wicomico County,"100,555","102,577"
24047,MD,Worcester County,"51,511","51,444"
24510,MD,Baltimore city,"622,722","614,664"
25000,MA,Massachusetts,"6,658,008","6,811,779"
25001,MA,Barnstable County,"214,915","214,276"
25003,MA,Berkshire County,"130,201","126,903"
25005,MA,Bristol County,"551,341","558,324"
25007,MA,Dukes County,"16,793","17,246"
25009,MA,Essex County,"757,163","779,018"
